Postcode,Total,Not Approved,Booked,Approved,Active,Discharged,Discharged Patient,HOLD,Inactive - Active,Inactive - Approved,Inactive - Booked,Inactive - NA
Ashcroft,8,0,0,0,0,3,0,0,1,0,2,2
Attadale,8,0,1,0,1,1,0,0,4,0,0,1
Avondale,8,0,0,0,0,3,0,0,0,1,1,3
Avondale Heights,8,0,0,0,1,0,0,0,3,0,1,3
Bahrs Scrub,8,0,1,0,1,0,0,0,3,1,0,2
Barney Point,8,0,0,0,0,4,0,0,0,0,2,2
Beechboro,8,0,0,0,1,0,0,0,1,1,1,4
Beldon,8,0,1,0,2,0,0,0,1,0,2,2
Bellara,8,0,0,0,4,1,0,0,0,0,2,1
Bermagui,8,1,0,0,1,1,0,0,2,0,1,2
Birmingham Gardens,8,1,1,0,0,3,0,0,0,0,2,1
Blackett,8,0,0,0,0,2,0,0,2,0,0,4
Blackheath,8,0,0,0,1,1,0,0,1,0,0,5
Bolton Point,8,0,0,0,0,1,0,0,2,0,2,3
Broadmeadows,8,1,0,0,0,0,0,0,2,0,2,3
Bungalow,8,0,0,1,0,0,0,0,1,0,1,5
Burwood,8,0,0,0,0,2,0,0,3,0,0,3
Cable Beach,8,0,1,0,4,1,1,0,1,0,0,0
Cairns City,8,1,0,0,0,2,0,0,3,0,1,1
Camberwell,8,0,0,0,2,0,1,0,2,0,2,1
Carindale,8,0,0,0,0,1,0,0,3,0,1,3
Catherine Field,8,0,0,0,1,3,0,0,1,0,2,1
Chelsea,8,0,0,0,3,2,0,0,0,0,1,2
Chippendale,8,0,1,0,0,1,0,0,3,1,1,1
City Beach,8,0,0,0,1,0,2,0,3,0,2,0
Clifton Hill,8,1,0,0,1,0,0,0,2,0,2,2
Clifton Springs,8,0,1,0,0,0,0,0,2,0,2,3
Coolum Beach,8,0,0,0,1,0,1,0,1,0,3,2
Copacabana,8,0,0,0,0,0,0,0,3,0,0,5
Corowa,8,0,0,0,0,1,0,0,3,0,2,2
Cowes,8,1,0,0,3,1,0,0,1,0,1,1
Craigie,8,0,1,0,0,0,0,0,2,0,4,1
Croydon Park,8,0,0,0,2,0,0,0,3,0,0,3
Darlinghurst,8,0,0,0,0,0,0,0,1,0,4,3
Double Bay,8,0,1,0,1,1,1,0,3,0,1,0
Drysdale,8,1,0,0,1,0,0,0,5,0,1,0
Eagle Vale,8,0,1,0,2,2,0,0,1,0,2,0
East Geelong,8,0,0,0,2,1,0,0,1,0,0,4
East Toowoomba,8,0,0,0,0,2,0,0,3,0,3,0
Edens Landing,8,0,0,0,0,0,0,0,1,0,4,3
Elizabeth South,8,0,0,0,0,2,1,0,1,0,2,2
Eltham,8,0,0,0,0,1,1,0,2,0,3,1
Emu Park,8,0,0,0,1,0,0,0,2,1,1,3
Enfield,8,1,1,0,0,1,0,0,0,0,2,3
Erina,8,0,0,0,0,4,0,0,0,0,2,2
Erskine Park,8,0,0,0,1,0,0,0,3,0,1,3
Ettalong Beach,8,0,0,0,2,2,0,0,1,3,0,0
Fairfield West,8,0,0,0,1,2,0,0,2,0,1,2
Fairy Meadow,8,0,0,0,0,2,0,0,0,0,1,5
Ferny Grove,8,0,0,0,1,0,1,0,2,0,2,2
Five Dock,8,0,0,1,1,1,0,0,1,0,2,2
Frankston South,8,0,0,0,1,1,0,0,1,0,1,4
Gagebrook,8,0,0,0,0,2,0,0,3,0,1,2
Gailes,8,0,0,0,0,0,0,0,0,0,3,5
Glass House Mountains,8,1,0,0,2,1,0,0,3,1,0,0
Glen Waverley,8,0,0,0,1,1,0,0,0,0,3,3
Gold Coast,8,0,1,0,0,1,0,0,1,0,4,1
Golden Grove,8,1,0,0,0,3,0,0,0,0,1,3
Goondiwindi,8,0,0,0,0,1,0,0,1,0,3,3
Greenwich,8,0,0,0,2,1,0,0,1,0,2,2
Grovedale,8,1,1,0,1,1,2,0,0,1,1,0
Gulliver,8,0,1,0,0,1,1,0,1,0,1,3
Gunnedah,8,0,0,0,0,0,2,0,0,0,4,2
Hamilton South,8,0,1,0,0,2,0,0,1,0,1,3
Hammondville,8,0,0,0,1,3,0,0,1,0,0,3
Harkness,8,0,0,0,0,1,1,0,0,0,4,2
Harlaxton,8,1,0,0,0,1,0,0,2,0,1,3
Heathmont,8,0,0,0,2,2,0,0,2,0,1,1
Hebersham,8,0,0,0,0,1,1,0,1,0,5,0
Heidelberg Heights,8,0,0,0,3,1,0,0,2,1,0,1
Hilton,8,0,1,0,0,0,0,0,3,0,2,2
Jandowae,8,0,0,0,2,1,0,0,1,0,2,2
Jesmond,8,0,0,0,1,4,0,0,1,0,0,2
Kaleen,8,0,0,0,1,1,0,1,2,0,1,2
Kangaroo Flat,8,0,1,0,0,2,0,0,2,1,0,2
Kewdale,8,0,0,0,0,2,1,0,2,0,0,3
Killara,8,0,0,0,0,1,0,0,2,0,2,3
Kilsyth,8,0,0,0,0,4,0,0,2,0,2,0
Kincumber,8,0,0,0,1,1,0,0,0,0,2,4
Kings Park,8,0,0,0,2,1,0,0,1,1,0,3
Leppington,8,0,0,0,1,0,0,0,2,0,2,3
Lisarow,8,0,0,0,0,2,0,0,0,0,1,5
Lithgow,8,1,1,0,3,1,0,0,1,0,0,1
Logan Village,8,0,1,0,1,1,0,0,2,0,1,2
Long Jetty,8,0,0,0,0,2,0,0,1,0,1,4
Longford,8,0,0,0,1,1,0,0,2,0,2,2
Macquarie Park,8,1,0,0,0,1,0,0,2,0,3,1
Magill,8,0,0,0,0,2,0,0,1,0,3,2
Malak,8,0,0,0,1,3,0,0,0,0,3,1
Manilla,8,0,1,0,0,0,0,0,1,0,1,5
Mannering Park,8,0,0,0,0,2,1,0,2,0,2,1
Marsden Park,8,1,0,0,1,0,1,0,1,0,2,2
Maryland,8,0,0,0,2,1,1,0,1,1,1,1
Meadow Springs,8,1,0,0,0,0,0,0,2,0,1,4
Midland,8,0,0,0,2,1,1,0,1,0,1,2
Miller,8,1,0,0,1,3,0,0,1,0,0,2
Milton,8,0,1,0,3,0,1,0,1,0,2,0
Mirrabooka,8,0,0,0,0,0,0,0,2,1,2,3
Mitcham,8,0,1,0,2,0,0,0,1,0,1,3
Mooloolah Valley,8,0,0,0,1,1,1,0,4,0,0,1
Mount Duneed,8,0,0,1,2,0,0,0,0,1,1,3
Mount Gravatt,8,0,0,0,1,1,0,0,1,0,1,4
Mount Julian,8,0,0,0,2,1,0,0,3,0,0,2
Mudjimba,8,0,0,0,1,1,0,0,3,0,1,2
Mundubbera,8,0,0,0,3,1,0,0,1,0,0,3
Munno Para,8,1,0,0,2,1,1,0,1,0,1,1
Nairne,8,0,0,0,2,0,0,0,1,0,1,4
Narrabri,8,0,0,0,2,0,0,0,2,0,2,2
Narromine,8,0,0,0,0,2,0,0,0,0,3,3
Nelly Bay,8,1,0,0,0,0,1,0,3,0,1,2
New Norfolk,8,0,1,0,0,2,0,0,2,0,2,1
North Bendigo,8,0,0,0,2,2,0,0,1,0,1,2
North Sydney,8,1,0,0,0,0,1,0,4,0,1,1
Palm Cove,8,0,0,0,0,0,0,0,2,2,0,4
Parkdale,8,3,1,0,1,1,0,0,1,0,0,1
Picnic Point,8,0,0,0,2,2,0,0,0,1,1,2
